nodeID:13	pagerank	0.12634734475070263466736855
nodeID:6	pagerank	0.10122253125002218526562160
nodeID:12	pagerank	0.08627724720295594847091825
nodeID:5	pagerank	0.07154708333335073354166525
nodeID:8	pagerank	0.07154708333335073354166525
nodeID:9	pagerank	0.07154708333335073354166525
nodeID:1	pagerank	0.0666666666667
nodeID:2	pagerank	0.0666666666667
nodeID:3	pagerank	0.0666666666667
nodeID:11	pagerank	0.04687030275849785680425215
nodeID:14	pagerank	0.04687030275849785680425215
nodeID:15	pagerank	0.04636111111112716666666610
nodeID:10	pagerank	0.03953750000001023541666610
nodeID:4	pagerank	0.03953750000001023541666610
nodeID:7	pagerank	0.03953750000001023541666610
