nodeID:6	pagerank	0.09158628746376647949218580
nodeID:2	pagerank	0.08760261184985912887561300
nodeID:1	pagerank	0.08560471619362734971199990
nodeID:3	pagerank	0.08361311441848175339973425
nodeID:5	pagerank	0.06926791906688618977864385
nodeID:8	pagerank	0.06163304275716145833333220
nodeID:9	pagerank	0.06163304275716145833333220
nodeID:13	pagerank	0.05111874999999999999999830
nodeID:4	pagerank	0.03919820112017923990885360
nodeID:12	pagerank	0.03506083333333333333333220
nodeID:10	pagerank	0.03255022884114583333333305
nodeID:7	pagerank	0.03255022884114583333333305
nodeID:15	pagerank	0.01906666666666666666666610
nodeID:11	pagerank	0.01885416666666666666666610
nodeID:14	pagerank	0.01885416666666666666666610
